feed
http://adam.blog.heroku.com/feed
http://adamstacoviak.com/feed/
http://agilesolutionspace.blogspot.com/feeds/posts/default
http://ajaxian.com/index.xml
http://amanikids.org/feed.atom
http://armstrongonsoftware.blogspot.com/feeds/posts/default
http://austintaylor.org/feed.xml
http://b4winckler.wordpress.com/feed/
http://barcampafrica.com/eng/feed/
http://benscofield.com/feed/
http://blog.caboo.se/feed/atom.xml
http://blog.dailymile.com/
http://blog.davidchelimsky.net/feed/
http://blog.envylabs.com/feed/
http://blog.fallingsnow.net/feed/
http://blog.grayproductions.net/index.rss
http://blog.headius.com/feeds/posts/default
http://blog.jquery.com/feed/
http://blog.macromates.com/feed/
http://blog.objectmentor.com/xml/atom/category/uncle-bobs-blatherings/feed.xml
http://blog.opscode.com/atom.xml
http://blog.phusion.nl/feed/atom/
http://blog.zenspider.com/atom.xml
http://brainspl.at/xml/rss20/feed.xml
http://code.google.com/feeds/p/vocito/downloads/basic
http://culturedcode.com/things/blog/feed
http://cwd.dhemery.com/feed/atom/
http://dannorth.net/feed/atom
http://dogbiscuit.org/mdub/weblog/?format=atom
http://dunehopperdiaries.blogspot.com/feeds/posts/default
http://dustin.github.com/atom.xml
http://feeds.arstechnica.com/arstechnica/apple
http://feeds.feedburner.com/BurnThisRSS2
http://feeds.feedburner.com/Chadfowlercom
http://feeds.feedburner.com/Confreaks-News
http://feeds.feedburner.com/DopplrBlog
http://feeds.feedburner.com/DrNic
http://feeds.feedburner.com/EmeaDeveloperBlog
http://feeds.feedburner.com/GiantRobotsSmashingIntoOtherGiantRobots
http://feeds.feedburner.com/HacketyOrg
http://feeds.feedburner.com/JakeScruggs
http://feeds.feedburner.com/JohnResig
http://feeds.feedburner.com/KatzGotYourTongue
http://feeds.feedburner.com/LoudThinking
http://feeds.feedburner.com/OfficialGmailBlog
http://feeds.feedburner.com/OfficialGoogleAfricaBlog
http://feeds.feedburner.com/OfficialGoogleMacBlog
http://feeds.feedburner.com/RailsInside
http://feeds.feedburner.com/RidingRails
http://feeds.feedburner.com/RubyInside
http://feeds.feedburner.com/RyansScraps
http://feeds.feedburner.com/Scaling-Rails
http://feeds.feedburner.com/Segment7
http://feeds.feedburner.com/SkypeForMac
http://feeds.feedburner.com/TammerSaleh
http://feeds.feedburner.com/TechnoWeenie
http://feeds.feedburner.com/ThePugAutomatic
http://feeds.feedburner.com/TheRailsWay
http://feeds.feedburner.com/TinyRobotsCuddlingWithOtherTinyRobots
http://feeds.feedburner.com/UnixjunkieBlog
http://feeds.feedburner.com/VigetExtend
http://feeds.feedburner.com/artweb-design
http://feeds.feedburner.com/binarylogic
http://feeds.feedburner.com/brynary
http://feeds.feedburner.com/buckblog
http://feeds.feedburner.com/career20
http://feeds.feedburner.com/devver/blog
http://feeds.feedburner.com/duffomelia
http://feeds.feedburner.com/edgerails
http://feeds.feedburner.com/entp-hoth
http://feeds.feedburner.com/github
http://feeds.feedburner.com/hasmanythrough
http://feeds.feedburner.com/heroku
http://feeds.feedburner.com/jayfields/mjKQ
http://feeds.feedburner.com/kaboomerang/Nlmc
http://feeds.feedburner.com/marshill/podcast
http://feeds.feedburner.com/mongotips
http://feeds.feedburner.com/monkeyonrails
http://feeds.feedburner.com/nordicruby
http://feeds.feedburner.com/nubyonrails
http://feeds.feedburner.com/obie
http://feeds.feedburner.com/olabini
http://feeds.feedburner.com/ozmmorg
http://feeds.feedburner.com/pelargir
http://feeds.feedburner.com/pragandy
http://feeds.feedburner.com/railscasts
http://feeds.feedburner.com/railstips
http://feeds.feedburner.com/relevance-llc
http://feeds.feedburner.com/rhnh
http://feeds.feedburner.com/rubypal/KoEa
http://feeds.feedburner.com/rubypulse_episodes
http://feeds.feedburner.com/snax
http://feeds.feedburner.com/talbott-blog
http://feeds.feedburner.com/terralien-ships-log
http://feeds.feedburner.com/thechangelog
http://feeds.feedburner.com/tom-preston-werner
http://feeds.feedburner.com/toolmantim
http://feeds.feedburner.com/white_african
http://feeds.feedburner.com/wynn
http://feeds.giraffesoft.ca/giraffesoft-the-blog
http://feeds.intridea.com/intridea
http://feeds.pivotallabs.com/pivotallabs/blabs.rss
http://feeds.railsmagazine.com/RailsMagazine
http://feeds.runcoderun.com/runcoderun_blog
http://feeds2.feedburner.com/AgileDisciple
http://feeds2.feedburner.com/GoogleVoiceBlog
http://feeds2.feedburner.com/LitanyAgainstFear
http://feeds2.feedburner.com/RubyBestPractices
http://feeds2.feedburner.com/TechnicalPickles
http://feeds2.feedburner.com/adeptware
http://feeds2.feedburner.com/elabs
http://feeds2.feedburner.com/iphoneonrails
http://feeds2.feedburner.com/lsrc2009-Confreaks
http://feeds2.feedburner.com/matthewtodd_org
http://feeds2.feedburner.com/redsquirrel
http://github.com/feeds/rails/commits/rails/master
http://hacks.mozilla.org/feed/
http://intertwingly.net/blog/index.atom
http://jeremy.zawodny.com/blog/rss2.xml
http://jobs.whiteafrican.com/rss/programmers/
http://joewalnes.com/feed/
http://mad.ly/feed/
http://magicscalingsprinkles.wordpress.com/feed/
http://marick.tumblr.com/rss
http://martinfowler.com/bliki/bliki.atom
http://matthewtodd.github.com/heads_up/feed.xml
http://michaelswanger.blogspot.com/feeds/posts/default
http://moonbase.rydia.net/index.xml
http://news.atebits.com/rss
http://nipponnotebooks.typepad.com/journal/atom.xml
http://omgbloglol.com/rss.xml
http://onestepback.org/index.cgi/index.rss
http://picasaweb.google.com/data/feed/base/user/mswanger?kind=album&alt=rss&hl=en_US&access=public
http://pragdave.pragprog.com/pragdave/atom.xml
http://praglife.typepad.com/pragmatic_life/atom.xml
http://pragprog.com/podcasts/feed.rss
http://programblings.com/feed/
http://robsanheim.com/feed/
http://seancribbs.com/atom.xml
http://sigpipe.macromates.com/feed/
http://status.heroku.com/feed
http://stochasticresonance.wordpress.com/feed/
http://tenderlovemaking.com/feed/atom/
http://tomayko.com/feed
http://update.gemcutter.org/atom.xml
http://usesthis.com/feed
http://utazni.com/feed/atom
http://velocityconference.blip.tv/rss
http://vimeo.com/coreyhaines/videos/rss
http://vimeo.com/hashrocket/videos/rss
http://vimeo.com/heroku/videos/rss
http://webkit.org/blog/feed/
http://whiteafrican.com/wp-content/plugins/gigs-calendar/rss.php
http://www.aaronsw.com/2002/feeds/pgessays.rss
http://www.alistapart.com/site/rss
http://www.cincomsmalltalk.com/rssBlog/ralph-rss.xml
http://www.clarkware.com/cgi/blosxom/index.rss
http://www.darrenhobbs.com/index.xml
http://www.engineyard.com/blog/feed/atom/
http://www.exampler.com/blog/feed/
http://www.io.com/~wazmo/blog/atom.xml
http://www.jbrains.ca/rss
http://www.joelonsoftware.com/rss.xml
http://www.m3p.co.uk/feed/
http://www.macosxhints.com/backend/osxhints.rss
http://www.natpryce.com/news.feed
http://www.npr.org/rss/podcast.php?id=35
http://www.pragprog.com/feed/global
http://www.satisfice.com/blog/feed
http://www.tarkblog.org/feed/atom
http://www.tbray.org/ongoing/ongoing.atom
http://www.threeriversinstitute.org/rss2.xml
http://www.tpope.net/node/feed
http://www.xkcd.com/atom.xml
http://www.xprogramming.com/feed.xml
http://xprogramming.com/feed/atom/
http://zaheer.merali.org/feed/
https://developer.mozilla.org/web-tech/feed/atom/
https://help.joyent.com/index.php?pg=forums.feed&id=1
https://help.joyent.com/index.php?pg=forums.feed&id=3
